pcd7,pcd8,pcds,dointr,doterm,usrtypind,east1m,north1m,gridind,oa21cd,cty25cd,ced25cd,lad25cd,wd25cd,nhser24cd,ctry25cd,rgn25cd,pcon24cd,ttwa15cd,itl25cd,npark16cd,lsoa21cd,msoa21cd,wz11cd,sicbl24cd,bua24cd,ruc21ind,oac11ind,lat,long,lep21cd1,lep21cd2,pfa23cd,imd20ind,icb23cd
"AL4 9NJ","AL4  9NJ","AL4 9NJ","198402","","0","516249","0209444","1","E00120414","E10000015","E58000618","E07000240","E05015802","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023709","E02004931","E33027429","E38000079","E63011552","UN1","7D1",51.771614,-0.316588,"E37000048","","E23000027",24396,"E54000025"
"AL4 9NL","AL4  9NL","AL4 9NL","198402","","0","516293","0209407","1","E00120414","E10000015","E58000618","E07000240","E05015802","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023709","E02004931","E33027429","E38000079","E63011552","UN1","7D1",51.771273,-0.315962,"E37000048","","E23000027",24396,"E54000025"
"AL4 9NN","AL4  9NN","AL4 9NN","198402","","0","516413","0209445","1","E00120412","E10000015","E58000618","E07000240","E05015802","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023709","E02004931","E33027429","E38000079","E63011552","UN1","5A3",51.771589,-0.314211,"E37000048","","E23000027",24396,"E54000025"
"AL4 9NP","AL4  9NP","AL4 9NP","198504","","0","516345","0209334","1","E00120396","E10000015","E58000618","E07000240","E05015802","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023709","E02004931","E33027429","E38000079","E63011552","UN1","5A2",51.770606,-0.315234,"E37000048","","E23000027",24396,"E54000025"
"AL4 9NQ","AL4  9NQ","AL4 9NQ","198001","","0","516157","0208934","1","E00120416","E10000015","E58000618","E07000240","E05015802","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023714","E02004933","E33027436","E38000079","E63011552","UN1","6A4",51.767050,-0.318091,"E37000048","","E23000027",32374,"E54000025"
"AL4 9NR","AL4  9NR","AL4 9NR","198001","","0","516555","0209194","1","E00120401","E10000015","E58000618","E07000240","E05015802","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023709","E02004931","E33027429","E38000079","E63011552","UN1","6A1",51.769304,-0.312239,"E37000048","","E23000027",24396,"E54000025"
"AL4 9NS","AL4  9NS","AL4 9NS","198001","","0","516580","0209281","1","E00120400","E10000015","E58000618","E07000240","E05015802","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023710","E02004931","E33027429","E38000079","E63011552","UN1","5A2",51.770081,-0.311847,"E37000048","","E23000027",32755,"E54000025"
"AL4 9NT","AL4  9NT","AL4 9NT","198001","","0","516606","0209305","1","E00120400","E10000015","E58000618","E07000240","E05015802","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023710","E02004931","E33027429","E38000079","E63011552","UN1","5A2",51.770291,-0.311463,"E37000048","","E23000027",32755,"E54000025"
"AL4 9NU","AL4  9NU","AL4 9NU","198001","","0","516701","0209281","1","E00120400","E10000015","E58000618","E07000240","E05015802","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023710","E02004931","E33027429","E38000079","E63011552","UN1","5A2",51.770055,-0.310094,"E37000048","","E23000027",32755,"E54000025"
"AL4 9NW","AL4  9NW","AL4 9NW","198402","","0","516468","0209344","1","E00120412","E10000015","E58000618","E07000240","E05015802","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023709","E02004931","E33027429","E38000079","E63011552","UN1","5A3",51.770670,-0.313449,"E37000048","","E23000027",24396,"E54000025"
"AL4 9NX","AL4  9NX","AL4 9NX","198001","","1","516857","0209364","1","E00120398","E10000015","E58000618","E07000240","E05015801","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023711","E02004931","E33027429","E38000079","E63011552","UN1","7A3",51.770769,-0.307807,"E37000048","","E23000027",30830,"E54000025"
"AL4 9NY","AL4  9NY","AL4 9NY","198001","","0","516916","0209158","1","E00120394","E10000015","E58000618","E07000240","E05015801","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023710","E02004931","E33027431","E38000079","E63011552","UN1","6A4",51.768905,-0.307021,"E37000048","","E23000027",32755,"E54000025"
"AL4 9NZ","AL4  9NZ","AL4 9NZ","198001","","0","516880","0209177","1","E00120400","E10000015","E58000618","E07000240","E05015802","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023710","E02004931","E33027429","E38000079","E63011552","UN1","5A2",51.769084,-0.307537,"E37000048","","E23000027",32755,"E54000025"
"AL4 9PA","AL4  9PA","AL4 9PA","198001","","0","516837","0209132","1","E00120400","E10000015","E58000618","E07000240","E05015802","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023710","E02004931","E33027429","E38000079","E63011552","UN1","5A2",51.768688,-0.308175,"E37000048","","E23000027",32755,"E54000025"
"AL4 9PB","AL4  9PB","AL4 9PB","199501","199812","1","517154","0209258","6","E00120394","E10000015","E58000618","E07000240","E05015801","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023710","E02004931","E33027431","E38000079","E63011552","UN1","6A4",51.769754,-0.303540,"E37000048","","E23000027",32755,"E54000025"
"AL4 9PD","AL4  9PD","AL4 9PD","198001","","0","516802","0209194","1","E00120400","E10000015","E58000618","E07000240","E05015802","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023710","E02004931","E33027429","E38000079","E63011552","UN1","5A2",51.769253,-0.308661,"E37000048","","E23000027",32755,"E54000025"
"AL4 9PE","AL4  9PE","AL4 9PE","198001","","0","516659","0209117","1","E00120400","E10000015","E58000618","E07000240","E05015802","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023710","E02004931","E33027429","E38000079","E63011552","UN1","5A2",51.768590,-0.310758,"E37000048","","E23000027",32755,"E54000025"
"AL4 9PF","AL4  9PF","AL4 9PF","198001","","0","516724","0209117","1","E00120400","E10000015","E58000618","E07000240","E05015802","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023710","E02004931","E33027429","E38000079","E63011552","UN1","5A2",51.768577,-0.309816,"E37000048","","E23000027",32755,"E54000025"
"AL4 9PG","AL4  9PG","AL4 9PG","198001","","0","516903","0209034","1","E00120404","E10000015","E58000618","E07000240","E05015802","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023710","E02004931","E33027429","E38000079","E63011552","UN1","6B1",51.767794,-0.307251,"E37000048","","E23000027",32755,"E54000025"
"AL4 9PH","AL4  9PH","AL4 9PH","198001","","0","517016","0209114","1","E00120394","E10000015","E58000618","E07000240","E05015801","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023710","E02004931","E33027431","E38000079","E63011552","UN1","6A4",51.768489,-0.305588,"E37000048","","E23000027",32755,"E54000025"
"AL4 9PJ","AL4  9PJ","AL4 9PJ","198001","","0","517176","0209107","1","E00120394","E10000015","E58000618","E07000240","E05015801","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023710","E02004931","E33027431","E38000079","E63011552","UN1","6A4",51.768393,-0.303272,"E37000048","","E23000027",32755,"E54000025"
"AL4 9PL","AL4  9PL","AL4 9PL","198001","","0","517121","0209203","1","E00120394","E10000015","E58000618","E07000240","E05015801","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023710","E02004931","E33027431","E38000079","E63011552","UN1","6A4",51.769267,-0.304037,"E37000048","","E23000027",32755,"E54000025"
"AL4 9PN","AL4  9PN","AL4 9PN","198001","","0","517046","0209247","1","E00120394","E10000015","E58000618","E07000240","E05015801","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023710","E02004931","E33027431","E38000079","E63011552","UN1","6A4",51.769678,-0.305108,"E37000048","","E23000027",32755,"E54000025"
"AL4 9PP","AL4  9PP","AL4 9PP","198001","","0","517033","0209308","1","E00120394","E10000015","E58000618","E07000240","E05015801","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023710","E02004931","E33027431","E38000079","E63011552","UN1","6A4",51.770229,-0.305276,"E37000048","","E23000027",32755,"E54000025"
"AL4 9PQ","AL4  9PQ","AL4 9PQ","198001","","0","517019","0209037","1","E00120394","E10000015","E58000618","E07000240","E05015801","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023710","E02004931","E33027431","E38000079","E63011552","UN1","6A4",51.767796,-0.305570,"E37000048","","E23000027",32755,"E54000025"
"AL4 9PR","AL4  9PR","AL4 9PR","198001","","0","516834","0209246","1","E00120400","E10000015","E58000618","E07000240","E05015802","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023710","E02004931","E33027429","E38000079","E63011552","UN1","5A2",51.769713,-0.308180,"E37000048","","E23000027",32755,"E54000025"
"AL4 9PS","AL4  9PS","AL4 9PS","198001","","0","516649","0209213","1","E00120401","E10000015","E58000618","E07000240","E05015802","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023709","E02004931","E33027429","E38000079","E63011552","UN1","6A1",51.769455,-0.310871,"E37000048","","E23000027",24396,"E54000025"
"AL4 9PT","AL4  9PT","AL4 9PT","199706","200603","1","517328","0206823","1","E00120196","E10000015","E58000664","E07000240","E05013949","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023667","E02004936","E33027453","E38000079","E63011552","UN1","5A2",51.747834,-0.301841,"E37000048","","E23000027",30628,"E54000025"
"AL4 9PU","AL4  9PU","AL4 9PU","200406","","0","515931","0209008","1","E00120525","E10000015","E58000625","E07000240","E05015802","E40000013","E92000001","E12000006","E14001268","E30000237","E07000240","E65000001","E01023734","E02004930","E33024345","E38000079","E63011552","UN1","5B3",51.767762,-0.321340,"E37000048","","E23000027",32585,"E54000025"
"AL4 9PW","AL4  9PW","AL4 9PW","198001","","0","517104","0209259","1","E00120394","E10000015","E58000618","E07000240","E05015801","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023710","E02004931","E33027431","E38000079","E63011552","UN1","6A4",51.769774,-0.304264,"E37000048","","E23000027",32755,"E54000025"
"AL4 9PX","AL4  9PX","AL4 9PX","200112","200505","1","515928","0209025","1","E00120525","E10000015","E58000625","E07000240","E05015802","E40000013","E92000001","E12000006","E14001268","E30000237","E07000240","E65000001","E01023734","E02004930","E33024345","E38000079","E63011552","UN1","5B3",51.767915,-0.321377,"E37000048","","E23000027",32585,"E54000025"
"AL4 9PY","AL4  9PY","AL4 9PY","198710","200505","1","515928","0209025","1","E00120525","E10000015","E58000625","E07000240","E05015802","E40000013","E92000001","E12000006","E14001268","E30000237","E07000240","E65000001","E01023734","E02004930","E33024345","E38000079","E63011552","UN1","5B3",51.767915,-0.321377,"E37000048","","E23000027",32585,"E54000025"
"AL4 9PZ","AL4  9PZ","AL4 9PZ","198803","","0","515900","0209064","1","E00120525","E10000015","E58000625","E07000240","E05015802","E40000013","E92000001","E12000006","E14001268","E30000237","E07000240","E65000001","E01023734","E02004930","E33024345","E38000079","E63011552","UN1","5B3",51.768271,-0.321770,"E37000048","","E23000027",32585,"E54000025"
"AL4 9QA","AL4  9QA","AL4 9QA","198001","","0","516858","0208726","1","E00120404","E10000015","E58000618","E07000240","E05015802","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023710","E02004931","E33027429","E38000079","E63011552","UN1","6B1",51.765035,-0.308007,"E37000048","","E23000027",32755,"E54000025"
"AL4 9QB","AL4  9QB","AL4 9QB","198001","","0","516775","0208826","1","E00120404","E10000015","E58000618","E07000240","E05015802","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023710","E02004931","E33027429","E38000079","E63011552","UN1","6B1",51.765951,-0.309175,"E37000048","","E23000027",32755,"E54000025"
"AL4 9QD","AL4  9QD","AL4 9QD","198001","","0","516597","0208937","1","E00120401","E10000015","E58000618","E07000240","E05015802","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023709","E02004931","E33027429","E38000079","E63011552","UN1","6A1",51.766985,-0.311716,"E37000048","","E23000027",24396,"E54000025"
"AL4 9QE","AL4  9QE","AL4 9QE","198001","","0","516555","0208995","1","E00120401","E10000015","E58000618","E07000240","E05015802","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023709","E02004931","E33027429","E38000079","E63011552","UN1","6A1",51.767515,-0.312305,"E37000048","","E23000027",24396,"E54000025"
